Date,Price,CVol,Change,% Change,% Return,Total Return (Gross),Cumulative Return %,Open,High,Low,Cumulative Change %
10/13/23,33.87,6002291,,,,33.87,-85.54,34.01,35.07,33.22,-85.54
10/12/23,33.87,11593990,-4.00,-10.56,-10.56,33.87,-85.54,36.23,36.54,32.92,-85.54
10/11/23,37.87,6097221,-1.17,-3.00,-3.00,37.87,-83.84,39.46,39.98,36.92,-83.84
10/10/23,39.04,8039235,0.17,0.44,0.44,39.04,-83.34,39.21,41.01,38.25,-83.34
10/09/23,38.87,5800113,1.22,3.24,3.24,38.87,-83.41,36.76,39.22,36.27,-83.41
10/06/23,37.65,7012251,1.91,5.34,5.34,37.65,-83.93,34.87,38.28,34.54,-83.93
10/05/23,35.74,8289319,-1.89,-5.02,-5.02,35.74,-84.75,37.66,37.84,34.71,-84.75
10/04/23,37.63,5479839,-0.58,-1.52,-1.52,37.63,-83.94,38.48,38.94,37.07,-83.94
10/03/23,38.21,7310500,-1.04,-2.65,-2.65,38.21,-83.69,38.70,39.42,36.67,-83.69
10/02/23,39.25,7321461,-2.73,-6.50,-6.50,39.25,-83.25,41.50,42.41,38.32,-83.25
09/29/23,41.98,7899056,0.74,1.79,1.79,41.98,-82.08,42.49,42.84,40.94,-82.08
09/28/23,41.24,7386543,0.41,1.00,1.00,41.24,-82.40,38.32,41.72,38.26,-82.40
09/27/23,40.83,7217700,1.30,3.29,3.29,40.83,-82.57,40.33,41.78,39.89,-82.57
09/26/23,39.53,6880416,-0.72,-1.79,-1.79,39.53,-83.13,39.30,40.80,38.73,-83.13
09/25/23,40.25,7133985,-1.74,-4.14,-4.14,40.25,-82.82,41.28,42.65,39.78,-82.82
09/22/23,41.99,7881870,-0.91,-2.12,-2.12,41.99,-82.08,43.89,45.37,41.97,-82.08
09/21/23,42.90,7300155,-0.81,-1.85,-1.85,42.90,-81.69,43.88,44.50,41.90,-81.69
09/20/23,43.71,9398483,-3.79,-7.98,-7.98,43.71,-81.34,47.88,49.14,43.62,-81.34
09/19/23,47.50,13385780,-4.45,-8.57,-8.57,47.50,-79.73,52.28,53.07,46.01,-79.73
09/18/23,51.95,12129450,-0.25,-0.48,-0.48,51.95,-77.83,52.66,55.14,50.70,-77.83
09/15/23,52.20,18086470,-3.66,-6.55,-6.55,52.20,-77.72,55.56,56.40,51.12,-77.72
09/14/23,55.86,24358950,6.63,13.47,13.47,55.86,-76.16,49.47,56.80,49.44,-76.16
09/13/23,49.23,7451181,-1.57,-3.09,-3.09,49.23,-78.99,50.09,51.13,48.33,-78.99
09/12/23,50.80,12242800,-0.01,-0.02,-0.02,50.80,-78.32,49.95,53.77,49.40,-78.32
09/11/23,50.81,9788628,3.85,8.20,8.20,50.81,-78.31,47.33,51.69,46.89,-78.31
09/08/23,46.96,5946926,-0.67,-1.41,-1.41,46.96,-79.96,47.48,48.14,46.02,-79.96
09/07/23,47.63,6160729,-2.88,-5.70,-5.70,47.63,-79.67,49.28,49.28,47.02,-79.67
09/06/23,50.51,7281409,0.67,1.34,1.34,50.51,-78.44,49.48,51.68,48.88,-78.44
09/05/23,49.84,8819498,-1.01,-1.99,-1.99,49.84,-78.73,49.84,51.07,48.47,-78.73
09/01/23,50.85,10614690,0.50,0.99,0.99,50.85,-78.30,50.56,52.62,49.68,-78.30
08/31/23,50.35,10797060,0.64,1.29,1.29,50.35,-78.51,49.88,51.44,48.08,-78.51
08/30/23,49.71,12882500,2.31,4.87,4.87,49.71,-78.78,47.57,51.07,46.25,-78.78
08/29/23,47.40,10399740,2.03,4.47,4.47,47.40,-79.77,44.47,47.87,43.58,-79.77
08/28/23,45.37,13120420,4.17,10.12,10.12,45.37,-80.64,41.79,45.73,41.30,-80.64
08/25/23,41.20,10573460,3.44,9.11,9.11,41.20,-82.42,37.85,41.60,37.85,-82.42
08/24/23,37.76,7426575,-2.52,-6.26,-6.26,37.76,-83.88,40.47,40.84,36.80,-83.88
08/23/23,40.28,7047617,1.91,4.98,4.98,40.28,-82.81,37.76,41.00,37.53,-82.81
08/22/23,38.37,8388421,-1.97,-4.88,-4.88,38.37,-83.62,41.00,41.40,37.00,-83.62
08/21/23,40.34,7793591,1.13,2.88,2.88,40.34,-82.78,39.42,40.98,38.24,-82.78
08/18/23,39.21,8862649,1.97,5.29,5.29,39.21,-83.27,36.79,39.85,36.60,-83.27
08/17/23,37.24,6958058,-0.82,-2.15,-2.15,37.24,-84.11,37.90,38.40,36.42,-84.11
08/16/23,38.06,6809687,-1.26,-3.20,-3.20,38.06,-83.76,38.92,39.78,37.80,-83.76
08/15/23,39.32,7085508,-1.77,-4.31,-4.31,39.32,-83.22,40.79,41.70,38.71,-83.22
08/14/23,41.09,8484292,-0.01,-0.02,-0.02,41.09,-82.46,39.95,41.68,38.55,-82.46
08/11/23,41.10,12337250,1.64,4.16,4.16,41.10,-82.46,38.53,42.20,38.20,-82.46
08/10/23,39.46,14142930,-1.98,-4.78,-4.78,39.46,-83.16,41.86,43.74,38.39,-83.16
08/09/23,41.44,16882680,-2.57,-5.84,-5.84,41.44,-82.31,47.51,47.97,41.41,-82.31
08/08/23,44.01,7227587,-0.80,-1.79,-1.79,44.01,-81.22,44.06,44.47,42.59,-81.22
08/07/23,44.81,10607770,-0.63,-1.39,-1.39,44.81,-80.87,46.28,46.43,42.60,-80.87
08/04/23,45.44,15388160,-6.35,-12.26,-12.26,45.44,-80.61,52.25,53.11,45.15,-80.61
08/03/23,51.79,20200890,-0.06,-0.12,-0.12,51.79,-77.90,51.09,53.31,49.40,-77.90
08/02/23,51.85,26691680,2.74,5.58,5.58,51.85,-77.87,48.15,51.88,46.65,-77.87
08/01/23,49.11,19415480,3.16,6.88,6.88,49.11,-79.04,44.66,49.80,44.00,-79.04
07/31/23,45.95,14925110,1.93,4.38,4.38,45.95,-80.39,42.99,46.30,42.53,-80.39
07/28/23,44.02,23758530,3.56,8.80,8.80,44.02,-81.21,42.54,45.60,40.87,-81.21
07/27/23,40.46,16844410,-3.29,-7.52,-7.52,40.46,-82.73,43.65,44.34,39.70,-82.73
07/26/23,43.75,17293400,-0.36,-0.82,-0.82,43.75,-81.33,44.50,45.58,42.60,-81.33
07/25/23,44.11,20681390,-2.13,-4.61,-4.61,44.11,-81.17,46.35,48.40,43.91,-81.17
07/24/23,46.24,22073590,0.62,1.36,1.36,46.24,-80.26,45.80,47.73,43.01,-80.26
07/21/23,45.62,29762600,-1.11,-2.38,-2.38,45.62,-80.53,47.14,49.25,43.64,-80.53
07/20/23,46.73,46125500,-9.07,-16.25,-16.25,46.73,-80.06,53.37,57.19,45.10,-80.06
07/19/23,55.80,119949000,16.00,40.20,40.20,55.80,-76.18,53.99,56.92,47.10,-76.18
07/18/23,39.80,38800434,3.27,8.95,8.95,39.80,-83.01,36.60,42.27,36.32,-83.01
07/17/23,36.53,21073720,-1.17,-3.10,-3.10,36.53,-84.41,37.77,39.90,36.19,-84.41
07/14/23,37.70,29238140,0.02,0.05,0.05,37.70,-83.91,36.89,41.28,35.57,-83.91
07/13/23,37.68,45335273,-1.21,-3.11,-3.11,37.68,-83.92,35.67,39.43,34.60,-83.92
07/12/23,38.89,72824850,3.32,9.33,9.33,38.89,-83.40,37.39,44.64,35.59,-83.40
07/11/23,35.57,42291207,1.30,3.79,3.79,35.57,-84.82,34.41,37.58,32.82,-84.82
07/10/23,34.27,48778060,4.82,16.37,16.37,34.27,-85.37,29.36,34.59,28.12,-85.37
07/07/23,29.45,29353070,5.13,21.09,21.09,29.45,-87.43,24.85,29.81,24.68,-87.43
07/06/23,24.32,13209230,-1.53,-5.92,-5.92,24.32,-89.62,25.30,25.68,23.43,-89.62
07/05/23,25.85,13080490,0.05,0.19,0.19,25.85,-88.97,26.49,26.82,24.45,-88.97
07/03/23,25.80,7548178,-0.12,-0.46,-0.46,25.80,-88.99,25.90,26.35,25.20,-88.99
06/30/23,25.92,19393070,0.18,0.70,0.70,25.92,-88.94,26.78,27.45,25.15,-88.94
06/29/23,25.74,28142990,-2.29,-8.17,-8.17,25.74,-89.01,29.01,29.13,24.66,-89.01
06/28/23,28.03,34977754,3.73,15.35,15.35,28.03,-88.04,23.72,28.40,23.66,-88.04
06/27/23,24.30,19206840,3.39,16.21,16.21,24.30,-89.63,21.85,24.51,21.15,-89.63
06/26/23,20.91,12252680,-0.50,-2.34,-2.34,20.91,-91.08,21.64,22.33,20.60,-91.08
06/23/23,21.41,29615300,-4.13,-16.17,-16.17,21.41,-90.86,24.99,25.87,21.40,-90.86
06/22/23,25.54,20433170,1.37,5.67,5.67,25.54,-89.10,23.79,25.97,23.07,-89.10
06/21/23,24.17,19327180,0.65,2.76,2.76,24.17,-89.68,23.74,25.23,22.61,-89.68
06/20/23,23.52,23423930,-1.80,-7.11,-7.11,23.52,-89.96,24.94,26.86,23.11,-89.96
06/16/23,25.32,34829330,-1.06,-4.02,-4.02,25.32,-89.19,27.25,28.52,24.43,-89.19
06/15/23,26.38,44798260,2.98,12.74,12.74,26.38,-88.74,22.73,27.54,22.22,-88.74
06/14/23,23.40,27648340,-0.11,-0.47,-0.47,23.40,-90.01,23.08,24.60,22.52,-90.01
06/13/23,23.51,40972008,2.25,10.58,10.58,23.51,-89.97,22.12,24.18,21.07,-89.97
06/12/23,21.26,52972887,2.19,11.48,11.48,21.26,-90.93,18.50,21.97,18.46,-90.93
06/09/23,19.07,100190700,-5.16,-21.30,-21.30,19.07,-91.86,25.49,27.33,18.70,-91.86
06/08/23,24.23,175780980,8.70,56.02,56.02,24.23,-89.66,18.82,26.09,17.63,-89.66
06/07/23,15.53,22190990,0.75,5.07,5.07,15.53,-93.37,15.31,16.48,15.05,-93.37
06/06/23,14.78,16493970,-0.22,-1.47,-1.47,14.78,-93.69,14.75,15.25,14.32,-93.69
06/05/23,15.00,17121896,-0.68,-4.34,-4.34,15.00,-93.60,15.80,16.45,14.89,-93.60
06/02/23,15.68,31166550,-0.12,-0.76,-0.76,15.68,-93.31,14.98,16.23,14.53,-93.31
06/01/23,15.80,49998273,2.88,22.29,22.29,15.80,-93.26,13.80,16.93,13.16,-93.26
05/31/23,12.92,17723470,-0.80,-5.83,-5.83,12.92,-94.49,13.21,13.25,12.06,-94.49
05/30/23,13.72,30834540,1.98,16.87,16.87,13.72,-94.14,12.41,14.07,12.23,-94.14
05/26/23,11.74,13380870,0.80,7.31,7.31,11.74,-94.99,10.89,11.97,10.70,-94.99
05/25/23,10.94,13035670,-0.59,-5.12,-5.12,10.94,-95.33,12.10,12.10,10.68,-95.33
05/24/23,11.53,14133940,-0.38,-3.19,-3.19,11.53,-95.08,11.76,12.03,10.88,-95.08
05/23/23,11.91,26085960,0.44,3.84,3.84,11.91,-94.92,11.58,13.13,11.42,-94.92
05/22/23,11.47,13226870,0.73,6.80,6.80,11.47,-95.10,10.77,11.74,10.34,-95.10
05/19/23,10.74,15824870,-1.22,-10.20,-10.20,10.74,-95.42,11.90,12.41,10.27,-95.42
05/18/23,11.96,15801230,0.16,1.36,1.36,11.96,-94.90,11.66,12.65,11.55,-94.90
05/17/23,11.80,14589190,1.20,11.32,11.32,11.80,-94.96,10.80,11.86,10.20,-94.96
05/16/23,10.60,9730651,-0.98,-8.46,-8.46,10.60,-95.48,11.41,11.49,10.60,-95.48
05/15/23,11.58,13661090,1.08,10.29,10.29,11.58,-95.06,10.43,11.60,10.16,-95.06
05/12/23,10.50,16658100,-1.46,-12.21,-12.21,10.50,-95.52,11.87,11.87,10.23,-95.52
05/11/23,11.96,23912280,-1.19,-9.05,-9.05,11.96,-94.90,12.99,13.25,11.64,-94.90
05/10/23,13.15,41742207,1.30,10.97,10.97,13.15,-94.39,12.15,13.70,11.83,-94.39
05/09/23,11.85,56630190,0.55,4.87,4.87,11.85,-94.94,10.84,13.28,10.65,-94.94
05/08/23,11.30,51247680,2.34,26.12,26.12,11.30,-95.18,9.11,11.70,8.86,-95.18
05/05/23,8.96,79373770,1.76,24.44,24.44,8.96,-96.18,10.03,11.19,8.76,-96.18
05/04/23,7.20,17286210,0.13,1.84,1.84,7.20,-96.93,7.10,7.43,6.92,-96.93
05/03/23,7.07,7313940,-0.15,-2.08,-2.08,7.07,-96.98,7.12,7.51,7.01,-96.98
05/02/23,7.22,10817780,0.29,4.18,4.18,7.22,-96.92,6.79,7.34,6.70,-96.92
05/01/23,6.93,10415030,-0.01,-0.14,-0.14,6.93,-97.04,7.29,7.50,6.70,-97.04
04/28/23,6.94,8230056,-0.40,-5.45,-5.45,6.94,-97.04,7.22,7.46,6.86,-97.04
04/27/23,7.34,7309101,-0.18,-2.39,-2.39,7.34,-96.87,7.56,7.63,7.23,-96.87
04/26/23,7.52,5008714,-0.03,-0.40,-0.40,7.52,-96.79,7.74,7.85,7.43,-96.79
04/25/23,7.55,8616976,-0.82,-9.80,-9.80,7.55,-96.78,8.33,8.47,7.45,-96.78
04/24/23,8.37,8456276,0.23,2.83,2.83,8.37,-96.43,8.10,8.70,8.00,-96.43
04/21/23,8.14,5858820,0.14,1.75,1.75,8.14,-96.53,7.97,8.29,7.73,-96.53
04/20/23,8.00,8496151,-0.63,-7.30,-7.30,8.00,-96.59,8.30,8.51,7.91,-96.59
04/19/23,8.63,7126693,-0.17,-1.93,-1.93,8.63,-96.32,8.60,8.84,8.30,-96.32
04/18/23,8.80,6657147,-0.26,-2.87,-2.87,8.80,-96.24,9.22,9.29,8.76,-96.24
04/17/23,9.06,6898195,0.09,1.00,1.00,9.06,-96.13,8.91,9.22,8.68,-96.13
04/14/23,8.97,8468951,-0.40,-4.27,-4.27,8.97,-96.17,9.47,9.80,8.68,-96.17
04/13/23,9.37,8280968,0.13,1.41,1.41,9.37,-96.00,9.27,9.77,9.20,-96.00
04/12/23,9.24,15731980,-0.52,-5.33,-5.33,9.24,-96.06,10.13,10.32,8.79,-96.06
04/11/23,9.76,22071720,0.45,4.83,4.83,9.76,-95.83,9.79,10.85,9.60,-95.83
04/10/23,9.31,8839775,0.30,3.33,3.33,9.31,-96.03,9.00,9.35,8.62,-96.03
04/06/23,9.01,7071886,0.51,6.00,6.00,9.01,-96.15,8.37,9.03,8.16,-96.15
04/05/23,8.50,8720154,-1.00,-10.53,-10.53,8.50,-96.37,9.38,9.38,8.39,-96.37
04/04/23,9.50,9428188,0.21,2.26,2.26,9.50,-95.95,9.44,9.72,8.93,-95.95
04/03/23,9.29,13477580,-0.50,-5.11,-5.11,9.29,-96.03,9.64,10.16,9.09,-96.03
03/31/23,9.79,13497450,0.96,10.87,10.87,9.79,-95.82,8.90,9.79,8.77,-95.82
03/30/23,8.83,15922060,0.96,12.20,12.20,8.83,-96.23,8.08,9.00,8.07,-96.23
03/29/23,7.87,6442026,0.51,6.93,6.93,7.87,-96.64,7.47,7.90,7.36,-96.64
03/28/23,7.36,6727886,-0.26,-3.41,-3.41,7.36,-96.86,7.57,7.73,7.21,-96.86
03/27/23,7.62,7406758,-0.57,-6.96,-6.96,7.62,-96.75,8.35,8.45,7.57,-96.75
03/24/23,8.19,8151871,-0.16,-1.92,-1.92,8.19,-96.50,8.18,8.47,7.95,-96.50
03/23/23,8.35,18692070,-0.08,-0.95,-0.95,8.35,-96.44,8.63,9.47,7.87,-96.44
03/22/23,8.43,48636594,0.50,6.31,6.31,8.43,-96.40,10.15,10.25,8.40,-96.40
03/21/23,7.93,9893326,0.86,12.16,12.16,7.93,-96.62,7.19,8.09,7.18,-96.62
03/20/23,7.07,9252421,-0.58,-7.58,-7.58,7.07,-96.98,7.43,7.82,6.87,-96.98
03/17/23,7.65,13091100,0.24,3.24,3.24,7.65,-96.73,7.21,7.90,7.02,-96.73
03/16/23,7.41,11722000,0.36,5.11,5.11,7.41,-96.84,6.92,7.59,6.63,-96.84
03/15/23,7.05,9637674,0.22,3.22,3.22,7.05,-96.99,6.70,7.18,6.45,-96.99
03/14/23,6.83,12058290,-0.65,-8.69,-8.69,6.83,-97.08,7.73,8.00,6.61,-97.08
03/13/23,7.48,11063950,0.17,2.33,2.33,7.48,-96.81,7.02,7.61,6.86,-96.81
03/10/23,7.31,15306590,-1.13,-13.39,-13.39,7.31,-96.88,8.35,8.40,7.17,-96.88
03/09/23,8.44,9779311,-0.41,-4.63,-4.63,8.44,-96.40,8.70,9.31,8.32,-96.40
03/08/23,8.85,7403988,-0.03,-0.34,-0.34,8.85,-96.22,8.90,9.22,8.62,-96.22
03/07/23,8.88,10801300,-0.23,-2.52,-2.52,8.88,-96.21,9.18,9.56,8.78,-96.21
03/06/23,9.11,10773010,-0.98,-9.71,-9.71,9.11,-96.11,10.13,10.38,9.09,-96.11
03/03/23,10.09,14166840,0.62,6.55,6.55,10.09,-95.69,9.41,10.25,9.32,-95.69
03/02/23,9.47,15334080,0.56,6.29,6.29,9.47,-95.96,8.58,9.73,8.42,-95.96
03/01/23,8.91,11435430,-0.51,-5.41,-5.41,8.91,-96.20,9.50,9.57,8.69,-96.20
02/28/23,9.42,20225030,0.49,5.49,5.49,9.42,-95.98,8.68,9.91,8.65,-95.98
02/27/23,8.93,24503660,0.92,11.49,11.49,8.93,-96.19,8.13,8.98,7.85,-96.19
02/24/23,8.01,35382550,-2.07,-20.54,-20.54,8.01,-96.58,8.89,9.05,7.55,-96.58
02/23/23,10.08,21841660,0.01,0.10,0.10,10.08,-95.70,10.40,10.42,9.34,-95.70
02/22/23,10.07,13784010,0.01,0.10,0.10,10.07,-95.70,10.31,10.82,9.56,-95.70
02/21/23,10.06,19919300,-1.31,-11.52,-11.52,10.06,-95.71,11.12,11.76,9.90,-95.71
02/17/23,11.37,20798820,0.45,4.12,4.12,11.37,-95.15,11.28,11.90,10.88,-95.15
02/16/23,10.92,21378210,-1.77,-13.95,-13.95,10.92,-95.34,11.73,12.39,10.91,-95.34
02/15/23,12.69,31231890,1.97,18.38,18.38,12.69,-94.58,10.55,12.81,10.52,-94.58
02/14/23,10.72,25744940,-0.30,-2.72,-2.72,10.72,-95.42,10.68,11.75,10.06,-95.42
02/13/23,11.02,17271130,0.18,1.66,1.66,11.02,-95.30,10.66,11.36,10.17,-95.30
02/10/23,10.84,19144990,-1.11,-9.29,-9.29,10.84,-95.37,11.67,12.24,10.61,-95.37
02/09/23,11.95,36189120,-2.06,-14.70,-14.70,11.95,-94.90,15.00,15.40,11.80,-94.90
02/08/23,14.01,54973810,0.82,6.22,6.22,14.01,-94.02,13.00,16.77,12.77,-94.02
02/07/23,13.19,25477480,-0.24,-1.79,-1.79,13.19,-94.37,13.36,13.79,12.10,-94.37
02/06/23,13.43,32385380,-1.02,-7.06,-7.06,13.43,-94.27,13.96,14.59,13.02,-94.27
02/03/23,14.45,61033633,0.20,1.40,1.40,14.45,-93.83,12.95,16.21,12.95,-93.83
02/02/23,14.25,148292700,0.69,5.09,5.09,14.25,-93.92,17.43,19.87,13.41,-93.92
02/01/23,13.56,86425430,3.39,33.33,33.33,13.56,-94.21,10.10,14.35,9.85,-94.21
01/31/23,10.17,66572040,0.17,1.70,1.70,10.17,-95.66,11.08,11.18,9.14,-95.66
01/30/23,10.00,108391200,2.23,28.70,28.70,10.00,-95.73,8.35,10.87,8.11,-95.73
01/27/23,7.77,36032008,1.27,19.54,19.54,7.77,-96.68,6.40,8.09,6.33,-96.68
01/26/23,6.50,18975370,0.07,1.09,1.09,6.50,-97.23,6.81,7.15,6.15,-97.23
01/25/23,6.43,11322470,-0.21,-3.16,-3.16,6.43,-97.26,6.41,6.70,6.08,-97.26
01/24/23,6.64,13589560,-0.54,-7.52,-7.52,6.64,-97.17,6.99,7.56,6.62,-97.17
01/23/23,7.18,25017870,0.69,10.63,10.63,7.18,-96.94,6.63,7.39,6.49,-96.94
01/20/23,6.49,13553960,0.11,1.72,1.72,6.49,-97.23,6.50,6.55,6.06,-97.23
01/19/23,6.38,17168090,-0.60,-8.60,-8.60,6.38,-97.28,6.75,6.80,6.04,-97.28
01/18/23,6.98,35391473,-0.33,-4.51,-4.51,6.98,-97.02,7.68,8.30,6.89,-97.02
01/17/23,7.31,33801760,0.29,4.13,4.13,7.31,-96.88,7.21,8.21,6.83,-96.88
01/13/23,7.02,67668180,-1.01,-12.58,-12.58,7.02,-97.00,7.42,8.44,6.49,-97.00
01/12/23,8.03,87408530,2.53,46.00,46.00,8.03,-96.57,5.63,8.10,5.16,-96.57
01/11/23,5.50,38685720,1.08,24.43,24.43,5.50,-97.65,4.48,5.83,4.47,-97.65
01/10/23,4.42,6300541,-0.02,-0.45,-0.45,4.42,-98.11,4.38,4.66,4.35,-98.11
01/09/23,4.44,9639244,0.03,0.68,0.68,4.44,-98.10,4.47,4.79,4.39,-98.10
01/06/23,4.41,8401709,-0.14,-3.08,-3.08,4.41,-98.12,4.59,4.59,4.23,-98.12
01/05/23,4.55,9938393,-0.49,-9.72,-9.72,4.55,-98.06,4.87,4.92,4.51,-98.06
01/04/23,5.04,11970140,0.41,8.86,8.86,5.04,-97.85,4.66,5.10,4.56,-97.85
01/03/23,4.63,12707270,-0.11,-2.32,-2.32,4.63,-98.02,4.81,4.88,4.42,-98.02
12/30/22,4.74,11800360,0.29,6.52,6.52,4.74,-97.98,4.33,4.75,4.32,-97.98
12/29/22,4.45,17261540,0.62,16.19,16.19,4.45,-98.10,3.84,4.52,3.82,-98.10
12/28/22,3.83,12017930,0.11,2.96,2.96,3.83,-98.37,3.69,3.95,3.62,-98.37
12/27/22,3.72,10510820,-0.33,-8.15,-8.15,3.72,-98.41,3.94,4.02,3.69,-98.41
12/23/22,4.05,7929499,-0.08,-1.94,-1.94,4.05,-98.27,4.08,4.21,3.94,-98.27
12/22/22,4.13,17127560,-0.19,-4.40,-4.40,4.13,-98.24,4.22,4.26,3.76,-98.24
12/21/22,4.32,13706990,0.16,3.85,3.85,4.32,-98.16,4.07,4.54,4.02,-98.16
12/20/22,4.16,10576450,-0.26,-5.88,-5.88,4.16,-98.22,4.30,4.44,4.06,-98.22
12/19/22,4.42,16893220,-0.61,-12.13,-12.13,4.42,-98.11,5.00,5.00,4.20,-98.11
12/16/22,5.03,18754870,-0.44,-8.04,-8.04,5.03,-97.85,5.30,5.51,4.89,-97.85
12/15/22,5.47,27233420,0.21,3.99,3.99,5.47,-97.67,5.10,5.88,5.06,-97.67
12/14/22,5.26,22428990,0.43,8.90,8.90,5.26,-97.76,4.74,5.59,4.74,-97.76
12/13/22,4.83,26877060,-0.12,-2.42,-2.42,4.83,-97.94,5.59,5.65,4.61,-97.94
12/12/22,4.95,18370650,-0.10,-1.98,-1.98,4.95,-97.89,5.12,5.19,4.67,-97.89
12/09/22,5.05,53062406,0.09,1.81,1.81,5.05,-97.84,4.55,5.94,4.42,-97.84
12/08/22,4.96,70437070,1.13,29.50,29.50,4.96,-97.88,4.02,5.24,3.87,-97.88
12/07/22,3.83,118483400,-2.88,-42.92,-42.92,3.83,-98.37,4.44,4.88,3.55,-98.37
12/06/22,6.71,16296910,-0.39,-5.49,-5.49,6.71,-97.14,7.17,7.19,6.50,-97.14
12/05/22,7.10,12299790,-0.97,-12.02,-12.02,7.10,-96.97,7.97,8.15,7.09,-96.97
12/02/22,8.07,12981320,-0.06,-0.74,-0.74,8.07,-96.56,7.80,8.18,7.47,-96.56
12/01/22,8.13,22852990,0.42,5.45,5.45,8.13,-96.53,7.74,8.62,7.59,-96.53
11/30/22,7.71,17127730,0.37,5.04,5.04,7.71,-96.71,7.01,7.74,6.79,-96.71
11/29/22,7.34,9222503,-0.13,-1.74,-1.74,7.34,-96.87,7.60,7.82,7.32,-96.87
11/28/22,7.47,10445370,-0.50,-6.27,-6.27,7.47,-96.81,7.80,8.13,7.41,-96.81
11/25/22,7.97,9203125,-0.15,-1.85,-1.85,7.97,-96.60,7.93,8.28,7.71,-96.60
11/23/22,8.12,24668210,1.32,19.41,19.41,8.12,-96.53,7.32,8.23,7.03,-96.53
11/22/22,6.80,12983560,-0.25,-3.55,-3.55,6.80,-97.10,7.03,7.28,6.70,-97.10
11/21/22,7.05,16446340,-1.01,-12.53,-12.53,7.05,-96.99,7.67,7.77,6.86,-96.99
11/18/22,8.06,22335370,-0.26,-3.13,-3.13,8.06,-96.56,8.59,8.64,7.61,-96.56
11/17/22,8.32,15923420,-0.23,-2.69,-2.69,8.32,-96.45,8.10,8.48,7.90,-96.45
11/16/22,8.55,16513340,-1.38,-13.90,-13.90,8.55,-96.35,9.47,9.49,8.54,-96.35
11/15/22,9.93,22886770,0.19,1.95,1.95,9.93,-95.76,10.56,10.91,9.77,-95.76
11/14/22,9.74,22210390,-2.14,-18.01,-18.01,9.74,-95.84,11.56,11.68,9.71,-95.84
11/11/22,11.88,34263340,1.89,18.92,18.92,11.88,-94.93,9.11,11.90,8.92,-94.93
11/10/22,9.99,40212887,2.40,31.62,31.62,9.99,-95.74,8.41,10.42,8.41,-95.74
11/09/22,7.59,26808380,0.23,3.13,3.13,7.59,-96.76,7.73,8.38,7.26,-96.76
11/08/22,7.36,40354400,-0.03,-0.41,-0.41,7.36,-96.86,7.43,7.61,6.50,-96.86
11/07/22,7.39,52554330,-1.37,-15.64,-15.64,7.39,-96.85,8.77,8.88,6.68,-96.85
11/04/22,8.76,71102766,-5.59,-38.95,-38.95,8.76,-96.26,13.04,13.50,8.37,-96.26
11/03/22,14.35,16169120,0.88,6.53,6.53,14.35,-93.88,13.31,14.63,12.74,-93.88
11/02/22,13.47,13984730,-1.81,-11.85,-11.85,13.47,-94.25,15.22,15.24,13.46,-94.25
11/01/22,15.28,19014860,1.75,12.93,12.93,15.28,-93.48,15.26,16.07,14.94,-93.48
10/31/22,13.53,12557610,-0.96,-6.63,-6.63,13.53,-94.23,14.56,15.09,13.51,-94.23
10/28/22,14.49,8569582,-0.03,-0.21,-0.21,14.49,-93.82,14.22,14.70,13.61,-93.82
10/27/22,14.52,8891141,-0.58,-3.84,-3.84,14.52,-93.80,15.05,15.84,14.52,-93.80
10/26/22,15.10,14143570,-0.18,-1.18,-1.18,15.10,-93.56,14.77,16.42,14.71,-93.56
10/25/22,15.28,17136000,1.90,14.20,14.20,15.28,-93.48,13.59,15.50,13.54,-93.48
10/24/22,13.38,11333610,-0.87,-6.11,-6.11,13.38,-94.29,14.07,14.07,12.90,-94.29
10/21/22,14.25,12982740,-0.23,-1.59,-1.59,14.25,-93.92,14.23,15.10,13.67,-93.92
10/20/22,14.48,14042290,-0.51,-3.40,-3.40,14.48,-93.82,14.90,15.74,14.25,-93.82
10/19/22,14.99,23577250,-3.38,-18.40,-18.40,14.99,-93.60,17.57,17.69,14.55,-93.60
10/18/22,18.37,13359440,0.15,0.82,0.82,18.37,-92.16,18.66,19.56,18.11,-92.16
10/17/22,18.22,9272276,1.08,6.30,6.30,18.22,-92.22,17.93,18.93,17.51,-92.22
10/14/22,17.14,10400240,-1.73,-9.17,-9.17,17.14,-92.68,19.45,20.16,17.10,-92.68
10/13/22,18.87,11808100,-0.20,-1.05,-1.05,18.87,-91.95,17.76,19.47,17.05,-91.95
10/12/22,19.07,7789620,0.75,4.09,4.09,19.07,-91.86,18.14,19.26,17.42,-91.86
10/11/22,18.32,12814630,0.11,0.60,0.60,18.32,-92.18,18.25,19.67,17.30,-92.18
10/10/22,18.21,9569805,-1.06,-5.50,-5.50,18.21,-92.23,19.25,19.29,17.36,-92.23
10/07/22,19.27,11195890,-1.86,-8.80,-8.80,19.27,-91.78,20.44,20.45,18.81,-91.78
10/06/22,21.13,9050995,-0.42,-1.95,-1.95,21.13,-90.98,21.54,22.66,20.59,-90.98
10/05/22,21.55,9888407,-1.71,-7.35,-7.35,21.55,-90.80,22.01,22.30,20.86,-90.80
10/04/22,23.26,11527850,1.80,8.39,8.39,23.26,-90.07,22.89,23.97,22.39,-90.07
10/03/22,21.46,9347683,1.16,5.71,5.71,21.46,-90.84,20.41,21.84,19.30,-90.84
